label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11	col_12	col_13	col_14
1	-388 m^2	0.477	track & field	Inan	-1.5929 N	rabbit	1187	-133	2.2901	581	-350	0.1902	1.1594	-1022	0.0706
0	434 m^2	0.3111	football	Eriq	1.1555 N	pig	2682	1831	0.3044	563	1522	0.0401	-1.1277	1189	0.7728
3	1220 m^2	0.5589	tennis	Andrew, Sam	0.8668 N	bird	-754	-133	0.43	1657	234	0.0738	1.086	-432	-0.1117
3	1881 m^2	-0.4775	TENNIS	Andrew, Sam, Fabrice	0.3204 N	chicken	984	1033	0.2935	167	11	0.9839	0.4613	508	0.755
2	281 m^2	0.7983	badminton	Vani	0.522 N	dog	380	-129	0.002	2201	974		-0.3557		-0.4203
0	399 m^2	0.0835	baseball	Eriq	1.7507 N	pig	2553	2355	0.6792	-446	1148	1.0618	n/a	573	-0.4764
0	-168 m^2	0.317	running	Eriq	0.2711 N	pig	2715	333	0.7707	1149	571	-0.1084	0.8956	-242	0.3883
2	288 m^2	0.2794	boxing	Vani, Chris, Tony	1.4457 N	dog	-733	1124	0.5326	1498	166	-1.0109	-0.1977	1269	-1.3431
0	712 m^2	-0.4914	baseball	Eriq	-1.6117 N	pig	-437	393	1.8164	1217	1729	0.3551	0.9455	214	0.7601
1	-91 m^2	1.2259	soccer	Inan	1.283 N	rabbit	505	768	0.1784	1084	-887	-0.0906	0.4851	1264	0.2433
3	312 m^2	-0.8492	golf	Sam, Reilly, Fabrice	0.4449 N	hamster	331	620	1.3821	1061	1109	0.6063	0.4121	289	0.012
2	136 m^2	0.9105	volleyball	Chris, Tony	0.8039 N	rat	2625	24	1.0739	260	46	2.2767	-0.3248	899	0.5819
3	1405 m^2	0.1062	tennis	Fabrice	-0.6102 N	bird	781	395	1.2234	407	410	0.6452	0.7876	680	0.3323
3	283 m^2	-0.1673	tennis	Andrew	0.2581 N	hamster	514	-683	-0.3515	1102	22	0.1324	2.3611	369	0.4552
0	936 m^2	1.0648	running		0.0858 N	pig	-738	786	-0.0405	1656	890	0.9498	-0.3586	1250	0.4617
2	-539 m^2	1.0409	ice hockey	Tony, Vani	-0.0531 N	rat	1523	513	0.3475	545	-1536	1.4996	-1.0236	1280	1.0212
3	498 m^2	0.964	TENNIS	Andrew, Fabrice	0.0359 N	hamster	1385	1220	0.9802	1255	31	1.1265	1.0634	563	0.2885
3	897 m^2	0.9437	golf	Michael	0.1474 N	hamster	2925	1986	0.3129	2203	380	-1.3363	1.5911	147	0.126
2	1164 m^2	0.6901	volleyball	Tony, Chris, Vani	1.2152 N	rat	2383	508	0.886	524	-411	2.8017	-0.2374	1610	0.1261
0	1824 m^2	0.7704	baseball	Eriq	-0.4536 N	pig	590	1971	1.8424	292	2284	1.0984	-0.7211	-1015	-0.8405
3	1219 m^2	1.441	motor sports	Andrew	-1.2527 N	cat	-354	717	2.1134	516	876	0.2515	1.6464	994	0.7334
3	2051 m^2	0.7049	golf	Fabrice, Sam, Reilly	-0.0687 N	cat	1813	-131	0.4933	824	57	0.9865	-0.2783	735	0.3302
3	2845 m^2	-0.6481	tennis	Reilly	0.8814 N	cat	741	91	0.8698	1760	-44	0.4763	-0.4499	-353	-0.8141
3	1673 m^2	0.5988	tennis	Andrew, Fabrice, Reilly	0.28 N	bird	812	2765	-0.1278	2080	333	0.6485	0.4581	1420	-0.3479
2	1215 m^2	0.5451	volleyball	Lise, Vani	1.4953 N	rat	486	-401	0.9024	1379	349	0.6437	-0.476	424	-0.5307
1	948 m^2	1.6849	track & field	Chris	0.3076 N	chicken	-923	-116	0.6451	-151	-43	0.6289	0.5555	-5	-0.1457
0	-535 m^2	N/A	baseball	Eriq	-0.0507 N	pig	957	1265	0.6772	222	-1143	-0.0143	0.228	89	1.3907
3	-512 m^2	0.9276	tennis	Reilly, Andrew, Sam	None	cat	733	561	0.4201	397	1601	1.5584	0.9761	1695	0.6263
3	618 m^2	0.7405	tennis	aNDREW, fABRICE	-0.0765 N	cat	934	1712	0.0692	1127	-121	1.2856	-0.3143	1763	-0.0108
1	-424 m^2	-0.0123	soccer	Inan	1.3919 N	fish	1169	-257	0.3753	1358	1280	0.4484	0.0253	593	0.0208
2	892 m^2	-0.6565	badminton	Vani	-0.3347 N	rat	-813	-1208	-0.0713	1225	110	1.7824	0.3407	-120	0.492
0	-621 m^2	0.9608	badminton	Eriq	0.2094 N	pig	-201	1928	-0.4402	212	801	1.4282	1.4895	2049	-0.4359
0	281 m^2	-0.2079	running	Eriq	1.1658 N	Pig	3381	52	0.24	895	1716	-0.0466	-0.465	15	0.3826
2	1395 m^2	0.2161	volleyball	Lise	1.1762 N	guinea pig	113	277	-1.2644	324	-974	2.3094	0.1096	146	-0.0567
0	-782 m^2	-0.3013	basketball	Eriq	-0.8437 N	pig	774	1887	0.5746	-523	549	0.4484	0.0653	1543	0.3898
2	1861 m^2	0.2917	volleyball	Chris, Tony	0.0718 N	dog	786	146	-0.7514	1723	1356	2.6443	-0.153	51	-0.204
3	7 m^2	0.7525	golf	Andrew	0.6345 N	cat	882	492	-0.092	-308	1698	0.4749	0.9434	-274	-0.0645
0	-59 m^2	0.7668	running	Eriq	0.1247 N	pig	1991	2553	0.8824	783	851	0.5959	1.3818	-621	1.1436
3	460 m^2	-0.1116	golf	Andrew, Sam	-0.2951 N	bird	3594	1283	None	1264	1198	1.0425	1.9028	842	0.5553
0	299 m^2	0.0915	football	Eriq	1.2942 N	guinea pig	-205	1258	-0.0273	2323	NULL	-0.6047	0.3846	-585	0.9848
0	-1479 m^2	0.0159	running	Eriq	0.0724 N	pig	1891	1261	1.3186	-411	775	0.8688	-0.1534	-43	0.8017
2	43 m^2	-0.6332	VOLLEYBALL	Tony, Chris	-0.0688 N	rat	1083	-942	2.3749	973	841	1.4685	-0.5264	1592	0.1355
2	1938 m^2	1.0437	ICE HOCKEY	Lise	-1.515 N	dog	1874	424	1.5998	201	-153	1.4022	-0.4759	1352	-0.3644
0	872 m^2	1.1829	football	Eriq	-0.0579 N	chicken	1297	1291	1.1957	2038	-64	2.0021	0.5727	967	0.1738
3	876 m^2	-0.7507	motor sports	Andrew, Reilly	0.9191 N	cat	-268	1837	1.1078	2352	1787	-0.1999	1.7318	-295	-0.458
3	706 m^2	0.2442	tennis	Fabrice, Reilly, Sam	0.8667 N	hamster	798	756	1.1575	1825	-386	0.7215	1.6145	267	-0.5667
0	177 m^2	0.6802	basketball	Eriq	-1.1559 N	pig	2125	318	1.0626	567	318	1.7165	0.2242	-69	1.0245
0	-325 m^2	0.6373	baseball	Eriq	-1.6485 N	pig	1637	NULL	0.3767	775	888	1.3599	-1.2041	950	0.6238
3	444 m^2	0.4289	motor sports	Reilly	-0.9055 N	cat	1427	1055	0.9597	779	230	0.45	0.7773	200	0.0999
2	1279 m^2	0.8714	ice hockey	Vani, Lise, Chris	0.7246 N	guinea pig	-587	-349	1.3641	-23	343	0.8628	-1.0661	1064	-0.8962
0	1624 m^2	0.105	basketball	eriq	-0.9732 N	pig	-739	-387	0.2834	-708	113	-0.1414	0.5463	744	1.2622
1	-373 m^2	0.5251	track & field	Inan	-0.1063 N	reptile	713	211	-0.0718	504	655	-0.3153	1.0471	-704	-0.1117
2	1655 m^2	0.4614	volleyball	Tony	-0.7549 N	guinea pig	1082	451	-0.1479	852	-1839	0.1438	-1.5425	n/a	1.0346
3	1517 m^2	-0.0422	motor sports	Andrew, Fabrice, Reilly	-0.9728 N	bird	1322	739	1.1086	274	1180	-1.3396	1.4816	1121	-0.3344
0	950 m^2	1.3256	baseball	eRIQ	-0.5403 N	pig	1459	1421	1.2344	-17	2005	1.1367	0.1839	1625	1.4385
1	584 m^2	1.2711	soccer	Inan	-0.4775 N	fish	142	1353	0.3391	1263	-920	0.2842	0.2284	1596	-0.6595
0	-198 m^2	0.7416	basketball	Eriq	-0.5376 N	pig	286	1518	0.2645	166	873	1.4502	-0.6009	357	0.8166
1	999 m^2	-0.5887	soccer	N/A	-0.662 N	ferret	-1160	348	-0.224	1151	192	0.2809	1.5455	-141	0.2211
3	653 m^2	0.3146	volleyball	Andrew, Fabrice, Sam	-1.0302 N	cat	2149	1163	1.3709	1595	644	-0.1223	0.5558	892	-0.3107
2	1148 m^2	1.3001	NULL	Chris, Lise	2.9048 N	guinea pig	804	307	0.3765	2144	-543	NULL	-1.3192	729	-0.722
0	-335 m^2	1.544	baseball	Eriq	-1.7463 N	pig	1287	891	-0.4572	616	-169	1.5092	0.2453	33	0.8052
2	1275 m^2	-0.1612	badminton	Chris, Vani, Lise	-0.6079 N	dog	3432	1860	-0.7016	-674	1135	0.0893	-0.6369	-682	0.1298
2	NULL	-0.6946	badminton	Lise, Chris, Vani	0.053 N	rat	577	976	1.6861	-3	-1557	1.0136	2.0899	-32	-0.7113
2	1777 m^2	0.0805	volleyball	Vani, Tony	1.2258 N	guinea pig	-716	-11	0.6101	158	567	1.1198	0.1083	373	-0.1322
3	332 m^2	0.19	motor sports	Fabrice, Reilly, Sam	-0.1651 N	bird	266	797	-0.1548	508	-402	1.7744	-0.2865	-325	0.6708
1	818 m^2	1.2914	track & field	Inan	-0.7713 N	ferret	1007	-1106	1.3595	1624	1114	0.293	1.3381	843	-0.3512
0	n/a	1.0941	basketball	Eriq	-0.6942 N	pig	1054	1849	2.0671	-7	-221	1.5215	-1.0946	-159	0.212
1	1090 m^2	1.078	TRACK & FIELD	Michael	1.1699 N	rabbit	419	83	-0.1293	63	117	0.3263	1.8645	1559	1.103
2	148 m^2	0.2952	ice hockey	Tony	1.7887 N	guinea pig	717	-121	0.404	552	280	1.3455	1.569	-92	-0.7233
2	-32 m^2	-0.2217	boxing	Lise	0.9706 N	guinea pig	683	339	1.4901	1463	-425	1.1037	0.6139	358	-0.3961
3	1692 m^2	0.8424	golf	Sam, Fabrice	-0.7977 N	bird	1783	913	0.5672	419	-679	0.1309	1.2544	905	-0.6961
3	941 m^2	0.1198	golf	Sam	0.3625 N	hamster	1868	-926	1.0453	289	-154	-0.1494	0.8402	907	-0.0632
1	1109 m^2	1.18	TRACK & FIELD	Inan	0.1188 N	chicken	923	621	0.0174	607	454	-0.5878	1.0783	-12	-0.0793
0	1447 m^2	2.3842	baseball	Eriq	-0.6048 N	pig	977	1294	0.6894	618	831	1.4288	1.1861	2052	0.867
3	216 m^2	-0.0332	track & field	Eriq	1.4215 N	bird	651	1185	1.7864	-701	-258	2.4504	2.6502	-169	-0.1548
3	2741 m^2	0.1131	motor sports	Andrew	-0.6006 N	CAT	874	1415	0.2728	-1614	-176	1.1124	0.9972	-455	-1.2335
0	-223 m^2	0.2842	N/A	Eriq	0.1173 N	pig	1580	489	0.4276	-360	2228	-0.0191	-1.0132	1774	0.4931
2	440 m^2	0.6078	badminton	Lise, Vani, Chris	0.7409 N	dog	949	1244	-0.6837	1318	-679	1.3418	-2.0435	-356	0.2394
3	1273 m^2	0.5359	motor sports	Chris	-0.2719 N	cat	?	1231	0.2584	440	-977	-0.2942	0.1783	1834	-1.0511
2	565 m^2	0.4337	ice hockey	Chris, Vani, Tony	1.9976 N	reptile	-1063	-648	-0.0731	1188	-218	1.6755	-0.4695	603	0.3526
3	551 m^2	0.491	motor sports	Reilly, Sam, Andrew	-0.3545 N	hamster	-808	656	0.5452	1633	207	0.9931	1.263	199	0.587
1	218 m^2	0.5885	soccer	Michael	-0.4363 N	fish	1432	-1539	-1.0814	-427	-421	0.1806	2.1964	755	-0.4697
1	-106 m^2	0.3717	soccer	Michael	0.4286 N	fish	-1338	1161	-0.5111	1096	-172	0.5036	0.2855	-552	0.4749
2	989 m^2	-0.0556	football	Tony, Lise	0.7265 N	rat	523	-136	0.4109	988	32	1.1462	0.7591	-297	0.071
3	951 m^2	-1.1878	golf	reilly, andrew, sam	3.3472 N	cat	-1899	1346	0.2875	257	251	1.6461	1.2857	1325	-0.1651
0	-225 m^2	0.3164	football	Eriq	1.0739 N	pig	-336	22	0.6809	1436	2071	2.1041	1.1362	529	0.7178
1	-1122 m^2	0.8412	soccer	Inan	-0.4561 N	rabbit	1258	-89	1.63	-443	-1189	1.6368	1.4819	501	-0.514
0	-823 m^2	0.4676	golf	Eriq	-0.2084 N	pig	806	-447	-0.1423	1062	-674	1.3261	-0.0441	229	0.981
0	288 m^2	1.1684	baseball	Eriq	0.0549 N	pig	1917	551	-0.7398	-789	746	1.0227	-0.6898	-2	0.3435
2	514 m^2	-0.7912	badminton	Tony, Vani	1.1423 N	guinea pig	None	1123	1.1783	937	2583	0.7858	0.7919	1238	-0.2636
3	724 m^2	0.8091	tennis	Andrew, Sam	2.0722 N	cat	-1059	646	1.1723	349	365	-0.4235	0.2201	1640	-0.1891
1	-915 m^2	0.0178	track & field	Inan	0.2859 N	rabbit	-78	-1396	0.913	1646	-858	0.6211	0.1941	466	0.3757
3	1384 m^2	-0.1498	golf	andrew, fabrice	-0.066 N	hamster	2489	189	1.8449	1051	1379	0.7251	1.3543	-8	0.2844
0	-986 m^2	-0.2775	baseball	Eriq	0.5116 N	pig	-35	1004	0.4092	721	630	2.2281	0.1917	1899	0.6787
1	-178 m^2	0.5174	track & field	inan	1.0151 N	ferret	957	751	1.4547	1632	991	0.5072	0.2709	1120	0.2701
1	66 m^2	1.6567	track & field	Michael	-0.232 N	fish	2442	1213	-0.2289	-578	715	0.1856	0.514	1402	-1.4662
1	479 m^2	0.4757	soccer	Inan	0.5995 N	chicken	573	-213	-1.2981	304	101	-0.1873	2.6322	533	0.3058
1	1478 m^2	0.4666	soccer	Inan	-0.7066 N	fish	-1360	-355	0.2882	754	-906	-0.5758	1.6308	-10	-1.1989
1	119 m^2	0.8474	tennis	Inan	0.289 N	rabbit	-93	-942	0.6896	883	117	1.7072	0.4946	-669	-0.774
0	-558 m^2	-0.6249	baseball	Eriq	-0.2532 N	pig	28	1329	-0.7044	737	-183	1.042	0.7546	285	0.4983
1	-589 m^2	0.4619	soccer	Tony, Chris	0.9796 N	ferret	-330	-521	1.9627	-5	1134	0.5821	0.649	-87	-0.957
0	867 m^2	1.3337	baseball	Eriq	-0.7348 N	pig	1932	1191	1.8874	-750	1200	0.5091	1.0174	-145	1.5136
1	150 m^2	1.2931	track & field	Inan	0.2734 N	chicken	552	1223	-0.0282	578	-1323	0.7943	1.9483	-878	-0.9272
1	1350 m^2	-1.6756	soccer	Inan	0.5105 N	fish	298	1361	-0.6035	58	-2	1.3055	-0.9603	284	0.9467
0	-46 m^2	0.4972	football	Eriq	1.6519 N	pig	850		-0.3556	-1537	364	0.4795	0.5856	-336	0.8599
0	468 m^2	-0.5526	running	Eriq	-1.394 N	pig	868	1279	0.6209	-521	1451	1.4203	1.003	912	0.311
1	-123 m^2	0.0125	soccer	Vani, Chris	-0.0154 N	rabbit	1837	-976	1.2261	-438	90	-1.1093	1.4863	1540	-1.5079
1	650 m^2	-0.4651	soccer	Michael	0.3975 N	chicken	378	-252	1.2433	102	-1240	-0.5169	1.2351	867	1.2947
1	1267 m^2	0.2944	track & field	Inan	1.2832 N	ferret	1577	None	0.6507	278	789	-0.7214	1.3854	1449	-0.8513
3	933 m^2	0.4524	golf	Reilly, Andrew	0.3163 N	hamster	1138	431	1.2162	1178	-132	1.4287	1.6446	-37	0.1845
2	1116 m^2	0.7476	n/a	Tony	1.2047 N	dog	1298	106	0.2386	1742	-986	1.9137	0.9087	145	0.8273
2	281 m^2	0.8183	ice hockey	Sam, Andrew, Fabrice	-0.3611 N	rat	1843	919	-0.6349	1225	7	0.6627	-0.4298	-986	-0.2358
3	2273 m^2	0.7197	golf	Reilly, Fabrice	0.8656 N	bird	19	1094	0.4533	1515	-636	1.7275	0.6617	967	0.6571
3	1210 m^2	0.0029	golf	Sam	NULL	hamster	1695	1322	2.3898	1883	-1009	-0.228	-0.2065	242	-0.6553
2	973 m^2	0.3459	ice hockey	Vani	0.3413 N	rat	-431	-365	-0.2491	2095	369	0.3319	2.1006	968	-0.384
0	-1612 m^2	1.0444	baseball	Eriq	-0.2358 N	pig	-144	1258	0.2613	356	300	2.1931	0.4603	316	-0.2157
3	1625 m^2	n/a	motor sports	Andrew, Fabrice, Sam	-0.6991 N	hamster	1094	12	1.3028	213	736	1.384	-0.0754	103	-0.471
3	1631 m^2	-0.2507	tennis	Andrew, Sam	0.5701 N	bird	786	969	0.9762	1136	-408	0.1488	1.2294	2617	-0.804
2	1567 m^2	0.8461	volleyball	Tony, Lise, Chris	-0.1445 N	rat	-739	192	-0.0237	1757	-172	-0.6991	0.7366	10	0.5775
0	1148 m^2	0.1919	Football	Inan	0.1142 N	PIG	-582	2167	0.652	-1590	346	0.5417	0.1864	672	0.2064
2	1567 m^2	1.0727	volleyball	Lise, Chris, Tony	0.5333 N	reptile	78	-1210	2.4805	628	715	0.5214	1.6871	946	-0.3694
2	-366 m^2	-0.3728	boxing	Tony	-0.3577 N	Guinea Pig	-590	1015	0.419	-341	-569	2.571	0.9079	887	0.8614
3	667 m^2	0.7979	golf	Reilly, Andrew, Fabrice	0.5714 N	bird	117	1679	0.669	1053	n/a	0.1349	-1.4281	1588	-0.1621
1	1408 m^2	1.9108	track & field	Michael	-0.0069 N	rabbit	-604	-1944	-0.2762	359	105	1.2485	0.0739	-815	-0.1004
3	378 m^2	0.9424	motor sports	Andrew, Reilly	-0.0036 N	bird	1674	1690	0.7929	1978	1663	0.8509	1.819	906	0.6173
2	1473 m^2	-1.1036	boxing	Lise, Chris	1.9172 N	reptile	-1197	430	1.5841	52		0.0249	-0.5682	1226	-0.2352
2	1812 m^2	-0.5014	boxing	Eriq	0.6865 N	reptile		-1620	-0.2654	1742	1021	0.4766	-1.2904	1196	0.473
3	892 m^2	0.3397	tennis	Sam, Fabrice, Andrew	-0.9547 N	cat	-308	2179	0.9482	-652	-150	0.2057	0.4328	-1036	-0.3972
0	560 m^2	-0.5064	running	Eriq	1.9619 N	pig	1246	686	-0.4561	1556	2741	0.4862	-0.0756	310	0.7004
3	423 m^2	0.8912	motor sports	FABRICE	1.2072 N	bird	1014	1119	0.8714	1171	-337	0.063	1.1769	1582	-0.4564
1	-86 m^2	0.9437	running	Inan	0.2781 N	chicken	136	-600	0.8779	636	-1006	-0.1383	0.1136	781	-1.345
2	651 m^2	0.7649	ice hockey	Vani	1.9689 N	guinea pig	-908	745	0.1694	195	-166	0.1331	0.1742	-233	0.7853
0	-107 m^2	0.7826	football	Eriq	-0.2272 N	pig	779	-150	0.6257	1238	1118	0.7954	-0.4949	-75	-0.4008
2	1882 m^2	0.3734	volleyball	Eriq	0.1776 N	rat	1627	-113	0.7412	739	2020	0.3629	-0.7513	-169	-0.3382
1	554 m^2	1.2104	track & field	Inan	-0.9969 N	fish	1161	52	1.5892	-320	436	1.0823	-0.7837	279	-0.2214
1	708 m^2	0.0685	soccer	Inan	0.5377 N	chicken	-309	1800	1.4771	-588	22	-0.898	-0.4587	262	-0.6332
1	-335 m^2	-0.1082	soccer	Inan	-0.2206 N	rabbit	1990	833	-0.1059	-64	-305	-1.5347	-0.4491	640	-0.908
1	-867 m^2	0.2384	soccer	Michael	0.0631 N	guinea pig	-721	882	-0.2587	229	-614	-0.7682	-0.229	545	1.3156
0	N/A	0.1169	baseball	Eriq	0.536 N	pig	2342	765	0.4966	-712	-564	0.3824	0.1535	-595	-1.3454
1	-26 m^2	0.5754	soccer	Inan	1.8972 N	ferret	813	-820	-1.1029	-417	-258	0.323	1.3285	821	0.4984
2	1638 m^2	0.5975	ice hockey	Tony, Vani	-0.6609 N	dog	1770	1354	0.006	564	439	2.4484	0.5978	548	-0.1139
3	272 m^2	-0.3981	tennis	Sam	0.9393 N	hamster	892	1087	1.4686	352	1273	2.1697	0.3049	1495	1.0809
3	2371 m^2	1.1643	tennis	Sam, Andrew	-0.5582 N	chicken	297	1040	0.7698	654	2121	-0.271	-0.0992	1601	0.3192
1	-597 m^2	0.1012	motor sports	Michael	-1.4748 N	ferret	-863	481	1.3184	-620	286	-0.4464	0.6576	-588	0.0975
3	705 m^2	1.5103	golf	Reilly, Andrew	0.5567 N	hamster	1360	312	0.4789	1033	732	0.1528	0.6285	265	-0.0424
1	-1032 m^2	0.2673	track & field	Inan	0.1523 N	fish	-1467	-329	-0.0797	-12	-737	0.4249	1.4809	-944	0.0641
3	5 m^2	0.2282	tennis	Reilly	1.3206 N	cat	2020	1587	2.243	1145	632	1.4345	0.8514	890	-1.5284
1	731 m^2	0.6379	soccer	Inan	-0.5681 N	chicken	649	671	0.2729	-272	-499	-0.6783	0.6827	-42	-0.3252
3	315 m^2	0.5404	track & field	Reilly, Andrew, Fabrice	-0.5979 N	cat	4095	1475	-0.2194	95	160	2.5288	2.0988	2257	0.2264
0	507 m^2	0.9008	basketball	Eriq	0.8688 N	pig	829	-220	-0.6509	415	1375	2.7587	-1.0423	1401	-0.7595
2	1341 m^2	-0.0679	volleyball	Chris, Vani	0.3038 N	rat	-254	825	-0.396	493	-1233	1.0427	0.6067	634	-0.3896
3	748 m^2	None	motor sports	Fabrice	-0.8397 N	hamster	482	1189	0.4127	939	-111	0.97	1.335	1492	0.4066
3	1006 m^2	-0.0773	motor sports	Andrew, Sam	-0.0472 N	hamster	-48	402	0.7665	1026	1396	0.1021	0.0583	557	-0.5374
3	-225 m^2	0.6537	motor sports	Andrew, Fabrice, Reilly	-1.6311 N	cat	2769	1021	1.8465	2104	1176	0.1817	1.141	997	-0.3987
3	698 m^2	-1.1553	tennis	Reilly, Andrew	0.0346 N	pig	1124	1313	1.0975	375	291	0.827	0.2249	1157	-0.1153
1	-469 m^2	-0.1452	track & field	Michael	-0.8243 N	chicken	-766	939	-0.1146	4	-301	0.7361	1.6611	-114	-0.3916
3	545 m^2	-0.5938	golf	Reilly	-0.6222 N	cat	1803	2915	1.0131	1655	-360	1.7415	0.6384	580	0.5768
0	-683 m^2	-0.1975	basketball	Eriq	-0.4659 N	pig	1594	-58	-0.6532	1386	1172	0.1438	-0.3413	-8	0.4277
1	-6 m^2	0.7264	soccer	Michael	0.3336 N	rabbit	-208	-634	0.0254	1049	1526	0.7354	0.9624	490	0.1302
2	1478 m^2	0.4207	badminton	Chris	0.221 N	rat	736	875	1.2881	1123	111	1.0616	2.3735	343	0.171
2	1453 m^2	0.4284	volleyball	Lise, Tony	0.2953 N	dog	866	-415	-0.3276	906	262	-0.518	1.4014	91	-0.4438
0	421 m^2	0.267	baseball	Eriq	-0.1035 N	pig	2430	1309	1.4976	-375	706	1.1527	-0.3286	935	0.1324
3	203 m^2	1.2196	tennis	Fabrice	0.3927 N	bird	2079	1753	-0.2853	1032	-806	2.2798	0.2784	2426	0.6715
2	594 m^2	0.2209	volleyball	Lise, Chris	1.1218 N	reptile	1072	524	-0.3756	1171	-357	0.6353	0.3102	-2013	0.1603
2	198 m^2	0.8094	boxing	Tony, Chris, Lise	0.0332 N	reptile	14	-226	-1.1841	752	-805	-0.0202	1.2198	1492	-0.3866
0	1036 m^2	1.5873	football	Eriq	-0.1227 N	pig	830	1704	0.6362	-576	1798	1.1731	-0.8874	1188	0.509
2	786 m^2	-0.1787	ice hockey	Chris, Tony, Lise	0.914 N	dog	1671	-386	0.4286	945	-447	0.9055	0.3097	-624	0.3987
3	238 m^2	1.1578	golf	Fabrice	-1.1406 N	hamster	1130	1824	0.5765	1829	1798	1.2852	0.9184	600	0.1718
3	654 m^2	0.3132	tennis	Sam	0.6636 N	bird	857	1587	1.58	1804	N/A	-0.1072	0.7685	502	-1.5416
3	1627 m^2	0.2419	motor sports	Fabrice, Andrew, Reilly	0.2674 N	hamster	1066	1324	1.0931	259	-1004	1.4264	0.33	679	0.1824
2	1999 m^2	0.4584	volleyball	Lise, Chris, Vani	0.9291 N	reptile	-1176	20	0.5307	-187	162	2.0656	1.182	267	-0.5329
1	-816 m^2	-0.6808	track & field	Inan	-1.4546 N	fish	1761	265	0.4991	-625	-1591	1.0125	1.1444	714	-1.3283
3	546 m^2	0.6691	tennis	Sam, Andrew, Reilly	0.1555 N	bird	1998	747	0.8223	172	89	1.4339	1.777	1212	0.8904
2	905 m^2	-0.3218	volleyball	Tony, Chris	-1.1973 N	guinea pig	-407	797	2.3594	793	-69	1.1935	-0.0472	-198	-0.3995
2	49 m^2	None	boxing	Chris, Tony, Lise	0.2148 N	dog	1229	-759	-0.7589	1693	1236	0.7741	-0.0861	28	-0.295
2	912 m^2	-0.0683	volleyball	Tony, Chris, Vani	1.5932 N	reptile	1020	906	0.1896	-136	209	3.7797	0.8846	555	-0.3675
3	793 m^2	0.613	golf	Reilly	0.2221 N	hamster	85	931	0.5046	1377	-1441	1.133	0.1929	878	-0.3078
3	622 m^2	0.1627	motor sports	Reilly	0.9569 N	hamster	338	644	0.5201	798	-914	1.3507	-0.0248	329	-0.0851
1	-350 m^2	0.9285	soccer	Michael	-0.3407 N	ferret	723	859	-0.0511	1593	48	-0.6171	0.8362	314	-0.4308
1	324 m^2	0.4484	soccer	Michael	0.2596 N	chicken	-571	-376	-0.6201	196	-1059	0.8681	0.5256	1024	0.2905
3	182 m^2	0.9948	motor sports	Fabrice, Andrew	1.8568 N	Hamster	968	1033	-1.0236	1476	481	0.7994	2.1967	1709	0.1122
3	-403 m^2	0.8204	motor sports	rEILLY, aNDREW, fABRICE	0.5818 N	bird	1015	1661	2.2783	1877	-33	0.6307	2.891	465	0.2254
1	-85 m^2	1.5465	track & field	Michael	0.2561 N	chicken	897	-466	1.3967	-280	-1243	1.5113	2.4304	-377	-0.3356
3	120 m^2	0.9929	golf	Reilly, Andrew, Sam	0.0724 N	hamster	66	996	0.3165	1320	1117	2.1316	-0.4671	-392	-0.8588
3	1063 m^2	-0.14	golf	Reilly, Fabrice	-1.6646 N	ferret	1641	1760	1.9971	1521	-518	2.186	0.2491	919	1.439
2	-382 m^2	0.2991	boxing	Chris, Lise, Vani	1.2349 N	rat	-819	101	-1.0942	2000	441	2.5252	0.6873	1234	0.3945
2	1506 m^2	0.3486	soccer	Michael	1.1959 N	dog	236	-148	0.636	?	-653	1.5124	0.2572	-183	-0.6115
0	-1541 m^2	1.5954	baseball	Eriq	-0.1516 N	pig	85	1954	0.2142	-1693	766	-0.0021	-1.2256	752	-0.1207
0	1233 m^2	-0.1408	basketball	Sam, Reilly, Fabrice	1.3643 N	pig	689	526	0.7137	162	1234	1.5235	1.5398	465	0.5873
2	-72 m^2	0.4104	volleyball	Chris	-0.6693 N	dog	-648	-330	-0.6796	1292	-506	1.5564	-0.7519	-820	-0.214
1	-615 m^2	-0.6095	track & field	Michael	0.1647 N	chicken	-123	321	-0.5888	825	-748	-0.6861	2.2419	435	0.9112
1	-877 m^2	-0.3815	track & field	Inan	-0.697 N	rabbit	-672	-539	0.7367	645	1455	1.8417	2.4185	165	0.6058
0	-858 m^2	0.7722	football	Eriq	-0.2927 N	pig	-662	1602	-0.2572	1467	1147	1.2395	0.4824	1697	0.1877
2	685 m^2	0.6547	boxing	Chris, Lise	2.0109 N	rat	-1561	-490	-1.4009	1140	1239	-0.2429	0.4297	-378	-0.5662
0	-54 m^2	1.5427	basketball	Eriq	0.202 N	pig	2065	1030	0.4858	-547	2655	0.6001	-0.2462	524	-0.3519
3	336 m^2	-0.3686	tennis	Reilly	0.4952 N	hamster	2836	927	1.5572	1267	-809	1.8034	1.6262	2000	0.0811
1	303 m^2	0.0721	track & field	Eriq	1.3938 N	rabbit	-1728	-1120	-0.2812	781	520	0.595	0.2125	-120	0.1452
3	954 m^2	0.2934	tennis	Reilly	-2.0181 N	cat	-767	1655	2.653	144	-546	2.1118	0.6134	492	0.666
1	-384 m^2	-0.9137	soccer	Inan	-1.5819 N	chicken	-513	-308	1.6073	-114	-88	0.0329	0.7698	648	-0.6095
